index,ticker,time,price_to_earning,median_vol,raise_from_lowest_price,raise_from_highest_price
1141,TMB,2018-06-30,3.4,11056.5,x2,N
1142,TMB,2018-09-30,3.4,11056.5,x2,N
1143,TMB,2019-09-30,3.3,11056.5,x2,N
1144,TMB,2019-12-31,2.1,11056.5,x2,N
1145,TMB,2020-03-31,1.1,11056.5,x2,N
1146,TMB,2020-06-30,1.2,11056.5,x2,N
1147,TMB,2020-09-30,2.3,11056.5,x2,N
1148,TMB,2022-03-31,3.2,11056.5,x2,N
1149,TMB,2022-06-30,2.6,11056.5,x2,N
1150,TMB,2022-09-30,3.1,11056.5,x2,N
1151,TMB,2022-12-31,1.7,11056.5,x2,N
1152,TMB,2023-03-31,2.1,11056.5,x2,N
1153,TMB,2023-06-30,1.4,11056.5,x2,N
1154,TMB,2023-09-30,1.8,11056.5,x2,N
1155,TMB,2023-12-31,1.7,11056.5,x2,N
1156,TMB,2024-03-31,3.0,11056.5,x2,N
1157,TMB,2024-09-30,3.8,11056.5,x2,N
1158,TMP,2015-03-31,3.5,1100.0,x1.5,x2
1159,TMP,2018-12-31,3.5,1100.0,x1.5,x2
1160,TNA,2020-03-31,3.7,74557.0,x2,x1.5
1161,TNG,2020-03-31,2.6,1943909.5,x2,x2
1162,TNI,2022-09-30,3.0,148783.5,x1.5,N
1163,TSB,2015-03-31,2.2,5600.0,x1.5,x1.5
1164,TTH,2017-06-30,3.1,358438.5,x2,x1.5
1165,TTH,2018-03-31,3.8,358438.5,x2,x1.5
1166,TTH,2018-06-30,3.8,358438.5,x2,x1.5
1167,TTH,2018-09-30,2.4,358438.5,x2,x1.5
1168,TTH,2018-12-31,2.1,358438.5,x2,x1.5
1169,TTH,2019-03-31,2.2,358438.5,x2,x1.5
1170,TTH,2019-06-30,2.1,358438.5,x2,x1.5
1171,TTH,2019-09-30,2.2,358438.5,x2,x1.5
1172,TTH,2019-12-31,2.5,358438.5,x2,x1.5
1173,TTH,2020-03-31,1.8,358438.5,x2,x1.5
1174,TTH,2020-06-30,2.7,358438.5,x2,x1.5
1175,TTN,2018-06-30,2.5,54237.5,x2,x2
1176,TTN,2018-09-30,2.8,54237.5,x2,x2
1177,TTN,2018-12-31,2.4,54237.5,x2,x2
1178,TTN,2019-09-30,3.6,54237.5,x2,x2
1179,TTN,2019-12-31,3.2,54237.5,x2,x2
1180,TTN,2020-03-31,2.5,54237.5,x2,x2
1181,TV1,2021-09-30,3.9,3700.0,x2,x2
1182,TV2,2015-06-30,3.9,302859.0,x2,x1.5
1183,TV2,2015-09-30,3.3,302859.0,x2,x1.5
1184,TV2,2015-12-31,3.6,302859.0,x2,x1.5
1185,TV2,2017-12-31,3.8,302859.0,x2,x1.5
1186,TV2,2018-06-30,3.6,302859.0,x2,x1.5
1187,TVC,2023-12-31,3.0,354811.5,x1.5,N
1188,TVC,2024-03-31,3.6,354811.5,x1.5,N
1189,TVC,2024-09-30,3.3,354811.5,x1.5,N
1190,TVD,2015-03-31,3.5,87850.0,x2,N
1191,TVD,2015-06-30,2.7,87850.0,x2,N
1192,TVD,2015-09-30,3.4,87850.0,x2,N
1193,TVD,2018-03-31,3.8,87850.0,x2,N
1194,TVD,2018-06-30,2.9,87850.0,x2,N
1195,TVD,2018-09-30,2.8,87850.0,x2,N
1196,TVD,2018-12-31,2.8,87850.0,x2,N
1197,TVD,2019-03-31,3.0,87850.0,x2,N
1198,TVD,2019-06-30,3.7,87850.0,x2,N
1199,TVD,2019-09-30,3.8,87850.0,x2,N
1200,TVD,2020-03-31,3.5,87850.0,x2,N
1201,TVD,2020-06-30,3.2,87850.0,x2,N
1202,TVD,2020-09-30,3.0,87850.0,x2,N
1203,TVD,2022-12-31,1.7,87850.0,x2,N
1204,TVD,2023-03-31,2.8,87850.0,x2,N
1205,TVD,2023-06-30,3.0,87850.0,x2,N
1206,TVD,2023-09-30,2.7,87850.0,x2,N
1207,TVT,2018-03-31,3.1,3700.0,x2,x2
1208,TVT,2018-06-30,2.7,3700.0,x2,x2
1209,TVT,2018-09-30,2.8,3700.0,x2,x2
1210,TVT,2018-12-31,3.5,3700.0,x2,x2
1211,TYA,2015-03-31,2.7,4178.0,x2,x1.5
1212,TYA,2015-06-30,2.9,4178.0,x2,x1.5
1213,TYA,2015-09-30,2.9,4178.0,x2,x1.5
1214,TYA,2015-12-31,2.1,4178.0,x2,x1.5
1215,TYA,2016-03-31,2.4,4178.0,x2,x1.5
1216,TYA,2016-06-30,3.6,4178.0,x2,x1.5
1217,TYA,2016-09-30,3.7,4178.0,x2,x1.5
1218,TYA,2016-12-31,3.4,4178.0,x2,x1.5
1219,TYA,2017-09-30,3.6,4178.0,x2,x1.5
1220,TYA,2017-12-31,2.7,4178.0,x2,x1.5
1221,TYA,2018-03-31,3.4,4178.0,x2,x1.5
1222,TYA,2018-06-30,3.7,4178.0,x2,x1.5
1223,TYA,2018-12-31,3.5,4178.0,x2,x1.5
1224,TYA,2019-03-31,3.3,4178.0,x2,x1.5
1225,TYA,2019-06-30,3.2,4178.0,x2,x1.5
1226,TYA,2019-09-30,3.6,4178.0,x2,x1.5
1227,TYA,2019-12-31,3.8,4178.0,x2,x1.5
1228,TYA,2020-03-31,3.1,4178.0,x2,x1.5
1229,UDC,2017-06-30,2.9,23500.0,x1.5,x1.5
1230,UDC,2017-09-30,3.0,23500.0,x1.5,x1.5
1231,UDJ,2015-03-31,2.6,12838.0,x1.5,x2
1232,UDJ,2016-06-30,3.4,12838.0,x1.5,x2
1233,UDJ,2018-03-31,3.5,12838.0,x1.5,x2
1234,UDJ,2018-06-30,2.7,12838.0,x1.5,x2
1235,UDJ,2018-09-30,2.5,12838.0,x1.5,x2
1236,UDJ,2018-12-31,3.6,12838.0,x1.5,x2
1237,UDJ,2020-03-31,3.9,12838.0,x1.5,x2
1238,UDJ,2020-06-30,3.8,12838.0,x1.5,x2
1239,UIC,2015-03-31,2.6,1100.0,x2,x2
1240,UIC,2015-06-30,2.8,1100.0,x2,x2
1241,UIC,2015-09-30,2.6,1100.0,x2,x2
1242,UIC,2015-12-31,3.3,1100.0,x2,x2
1243,UIC,2016-03-31,3.3,1100.0,x2,x2
1244,UIC,2016-09-30,3.9,1100.0,x2,x2
1245,UIC,2016-12-31,3.2,1100.0,x2,x2
1246,UIC,2017-03-31,2.6,1100.0,x2,x2
1247,UIC,2017-06-30,2.5,1100.0,x2,x2
1248,UIC,2017-09-30,3.0,1100.0,x2,x2
1249,UIC,2017-12-31,2.9,1100.0,x2,x2
1250,UIC,2018-03-31,3.6,1100.0,x2,x2
1251,UIC,2018-06-30,3.1,1100.0,x2,x2
1252,UIC,2018-09-30,2.9,1100.0,x2,x2
1253,UIC,2018-12-31,3.6,1100.0,x2,x2
1254,UIC,2020-03-31,3.5,1100.0,x2,x2
1255,VAF,2015-06-30,3.4,700.0,x1.5,N
1256,VAF,2015-09-30,3.6,700.0,x1.5,N
1257,VC9,2015-06-30,3.7,7850.0,x2,N
1258,VC9,2022-09-30,2.2,7850.0,x2,N
1259,VCA,2015-03-31,2.0,2500.0,x2,x1.5
1260,VCA,2015-06-30,1.8,2500.0,x2,x1.5
1261,VCA,2015-09-30,1.5,2500.0,x2,x1.5
1262,VCA,2015-12-31,1.5,2500.0,x2,x1.5
1263,VCA,2016-03-31,2.0,2500.0,x2,x1.5
1264,VCA,2016-06-30,1.7,2500.0,x2,x1.5
1265,VCA,2016-09-30,2.2,2500.0,x2,x1.5
1266,VCA,2016-12-31,2.1,2500.0,x2,x1.5
1267,VCA,2017-03-31,1.8,2500.0,x2,x1.5
1268,VCA,2017-06-30,2.8,2500.0,x2,x1.5
1269,VCA,2017-09-30,1.8,2500.0,x2,x1.5
1270,VCA,2017-12-31,1.6,2500.0,x2,x1.5
1271,VCA,2018-03-31,2.0,2500.0,x2,x1.5
1272,VCA,2018-06-30,2.0,2500.0,x2,x1.5
1273,VCA,2018-09-30,2.6,2500.0,x2,x1.5
1274,VCA,2018-12-31,3.7,2500.0,x2,x1.5
1275,VCA,2021-06-30,3.6,2500.0,x2,x1.5
1276,VCI,2020-03-31,3.4,5240067.5,x2,x2
1277,VCS,2015-03-31,3.6,112864.0,x2,x2
1278,VCS,2015-09-30,3.6,112864.0,x2,x2
1279,VE8,2015-03-31,3.3,1000.0,x2,x1.5
1280,VE8,2015-06-30,3.7,1000.0,x2,x1.5
1281,VE8,2015-09-30,3.3,1000.0,x2,x1.5
1282,VE8,2015-12-31,3.7,1000.0,x2,x1.5
1283,VE8,2020-12-31,1.6,1000.0,x2,x1.5
1284,VE8,2021-03-31,2.1,1000.0,x2,x1.5
1285,VE8,2021-06-30,1.9,1000.0,x2,x1.5
1286,VE8,2021-09-30,3.7,1000.0,x2,x1.5
1287,VE9,2017-06-30,0.8,13750.0,x2,N
1288,VE9,2017-09-30,0.8,13750.0,x2,N
1289,VE9,2017-12-31,0.7,13750.0,x2,N
1290,VE9,2018-03-31,0.9,13750.0,x2,N
1291,VFR,2017-09-30,2.3,600.0,x2,N
1292,VFR,2017-12-31,3.9,600.0,x2,N
1293,VFR,2022-09-30,3.5,600.0,x2,N
1294,VFR,2023-06-30,1.6,600.0,x2,N
1295,VFR,2023-09-30,2.6,600.0,x2,N
1296,VFR,2023-12-31,2.3,600.0,x2,N
1297,VFR,2024-03-31,2.0,600.0,x2,N
1298,VGG,2018-12-31,3.9,5760.5,N,N
1299,VGS,2015-12-31,3.0,836283.0,x2,x2
1300,VGS,2016-03-31,3.4,836283.0,x2,x2
1301,VGS,2016-12-31,3.7,836283.0,x2,x2
1302,VGS,2019-12-31,3.4,836283.0,x2,x2
1303,VGS,2020-03-31,3.0,836283.0,x2,x2
1304,VGS,2020-09-30,3.9,836283.0,x2,x2
1305,VHC,2020-03-31,3.4,627315.5,x2,x2
1306,VIB,2020-03-31,3.4,4286351.5,x2,x2
1307,VID,2016-06-30,3.8,8236.0,x2,x1.5
1308,VID,2017-03-31,1.0,8236.0,x2,x1.5
1309,VID,2017-06-30,2.0,8236.0,x2,x1.5
1310,VID,2017-09-30,2.0,8236.0,x2,x1.5
1311,VID,2017-12-31,1.7,8236.0,x2,x1.5
1312,VIF,2018-09-30,3.9,800.0,x1.5,x1.5
1313,VIP,2015-03-31,1.8,383313.0,x2,x1.5
1314,VIP,2015-06-30,1.7,383313.0,x2,x1.5
1315,VIP,2015-09-30,1.5,383313.0,x2,x1.5
1316,VIP,2016-06-30,3.5,383313.0,x2,x1.5
1317,VIP,2016-09-30,3.3,383313.0,x2,x1.5
1318,VIP,2018-06-30,3.8,383313.0,x2,x1.5
1319,VIP,2018-09-30,3.9,383313.0,x2,x1.5
1320,VIP,2020-03-31,3.8,383313.0,x2,x1.5
1321,VIP,2020-06-30,2.2,383313.0,x2,x1.5
1322,VIP,2020-09-30,3.5,383313.0,x2,x1.5
1323,VIP,2022-12-31,2.0,383313.0,x2,x1.5
1324,VIP,2023-03-31,2.1,383313.0,x2,x1.5
1325,VIP,2023-06-30,2.0,383313.0,x2,x1.5
1326,VIP,2023-09-30,2.3,383313.0,x2,x1.5
1327,VLG,2017-09-30,3.9,11803.0,x1.5,N
1328,VLG,2018-03-31,3.7,11803.0,x1.5,N
1329,VLG,2018-06-30,3.9,11803.0,x1.5,N
1330,VLG,2024-03-31,3.8,11803.0,x1.5,N
1331,VLG,2024-09-30,3.0,11803.0,x1.5,N
1332,VMC,2017-12-31,1.4,3244.5,x2,N
1333,VMC,2018-03-31,1.6,3244.5,x2,N
1334,VMC,2018-06-30,1.3,3244.5,x2,N
1335,VMC,2018-09-30,1.3,3244.5,x2,N
1336,VMC,2018-12-31,3.3,3244.5,x2,N
1337,VMG,2018-09-30,1.6,1600.0,x2,x2
1338,VNA,2018-09-30,0.9,6300.5,x2,N
1339,VNA,2018-12-31,0.7,6300.5,x2,N
1340,VNA,2019-03-31,0.3,6300.5,x2,N
1341,VNA,2019-06-30,0.7,6300.5,x2,N
1342,VNA,2019-09-30,1.8,6300.5,x2,N
1343,VNA,2019-12-31,1.9,6300.5,x2,N
1344,VNA,2021-12-31,3.6,6300.5,x2,N
1345,VNA,2022-06-30,2.6,6300.5,x2,N
1346,VNA,2022-09-30,3.0,6300.5,x2,N
1347,VNA,2022-12-31,2.3,6300.5,x2,N
1348,VNA,2023-03-31,2.8,6300.5,x2,N
1349,VNE,2018-12-31,3.8,251800.0,x2,x2
1350,VNL,2015-03-31,2.3,10157.0,x1.5,N
1351,VNL,2015-06-30,2.5,10157.0,x1.5,N
1352,VNL,2015-09-30,2.6,10157.0,x1.5,N
1353,VNL,2022-06-30,2.9,10157.0,x1.5,N
1354,VNL,2022-09-30,3.6,10157.0,x1.5,N
1355,VNL,2022-12-31,3.8,10157.0,x1.5,N
1356,VNL,2023-03-31,3.8,10157.0,x1.5,N
1357,VNP,2016-09-30,2.3,4600.0,x2,N
1358,VNP,2016-12-31,2.5,4600.0,x2,N
1359,VNP,2017-03-31,3.0,4600.0,x2,N
1360,VNP,2017-06-30,1.1,4600.0,x2,N
1361,VNP,2017-09-30,1.4,4600.0,x2,N
1362,VNP,2017-12-31,2.2,4600.0,x2,N
1363,VNP,2018-03-31,2.0,4600.0,x2,N
1364,VNP,2018-09-30,3.0,4600.0,x2,N
1365,VNS,2023-03-31,3.6,17700.0,x1.5,x1.5
1366,VOC,2023-03-31,2.0,30200.0,N,N
1367,VOC,2023-06-30,2.2,30200.0,N,N
1368,VOC,2023-09-30,2.5,30200.0,N,N
1369,VOC,2023-12-31,1.9,30200.0,N,N
1370,VOS,2018-06-30,1.8,1744068.0,x2,x1.5
1371,VOS,2018-09-30,1.9,1744068.0,x2,x1.5
1372,VOS,2020-09-30,3.8,1744068.0,x2,x1.5
1373,VOS,2022-09-30,3.5,1744068.0,x2,x1.5
1374,VOS,2022-12-31,3.4,1744068.0,x2,x1.5
1375,VOS,2023-03-31,2.6,1744068.0,x2,x1.5
1376,VPH,2016-06-30,3.6,233628.0,x2,N
1377,VPH,2016-09-30,2.7,233628.0,x2,N
1378,VPH,2017-09-30,2.8,233628.0,x2,N
1379,VPH,2017-12-31,3.0,233628.0,x2,N
1380,VPH,2018-03-31,2.9,233628.0,x2,N
1381,VPH,2018-06-30,2.2,233628.0,x2,N
1382,VPH,2018-12-31,2.7,233628.0,x2,N
1383,VPH,2019-03-31,3.6,233628.0,x2,N
1384,VPH,2019-09-30,3.6,233628.0,x2,N
1385,VPH,2024-09-30,3.9,233628.0,x2,N
1386,VPS,2016-06-30,3.5,1000.0,x1.5,N
1387,VPS,2016-09-30,3.5,1000.0,x1.5,N
1388,VRC,2018-12-31,3.3,22955.0,x2,x1.5
1389,VRC,2019-03-31,3.1,22955.0,x2,x1.5
1390,VRC,2019-06-30,3.4,22955.0,x2,x1.5
1391,VRG,2023-12-31,3.3,9000.0,N,N
1392,VRG,2024-06-30,3.2,9000.0,N,N
1393,VRG,2024-09-30,2.7,9000.0,N,N
1394,VSA,2018-06-30,3.3,1400.0,x2,x2
1395,VSA,2018-09-30,3.4,1400.0,x2,x2
1396,VSA,2018-12-31,3.9,1400.0,x2,x2
1397,VTA,2016-06-30,3.7,1500.0,x1.5,N
1398,VTA,2016-09-30,3.8,1500.0,x1.5,N
1399,VTA,2016-12-31,3.0,1500.0,x1.5,N
1400,VTA,2017-03-31,3.5,1500.0,x1.5,N
1401,VTA,2017-06-30,3.1,1500.0,x1.5,N
1402,VTA,2018-12-31,3.8,1500.0,x1.5,N
1403,VTA,2019-03-31,3.3,1500.0,x1.5,N
1404,VTA,2019-09-30,3.8,1500.0,x1.5,N
1405,VTO,2016-03-31,3.7,366596.5,x2,x1.5
1406,VTR,2023-03-31,3.0,24202.5,x1.5,N
1407,VTR,2023-06-30,2.7,24202.5,x1.5,N
1408,VTR,2023-09-30,2.2,24202.5,x1.5,N
1409,VTV,2017-09-30,3.2,31750.5,x1.5,N
1410,VTV,2017-12-31,3.2,31750.5,x1.5,N
1411,WSB,2015-03-31,2.7,1000.0,x2,x1.5
1412,WSB,2015-06-30,2.9,1000.0,x2,x1.5
1413,WSB,2015-09-30,3.0,1000.0,x2,x1.5
1414,WSB,2015-12-31,3.1,1000.0,x2,x1.5
1415,WSB,2016-03-31,3.8,1000.0,x2,x1.5
1416,WSB,2016-06-30,3.9,1000.0,x2,x1.5
1417,WSB,2019-06-30,3.8,1000.0,x2,x1.5
1418,WSB,2019-09-30,3.7,1000.0,x2,x1.5
1419,WSB,2019-12-31,3.7,1000.0,x2,x1.5
1420,WSB,2020-03-31,2.8,1000.0,x2,x1.5
1421,WSB,2020-06-30,3.5,1000.0,x2,x1.5
1422,WSS,2018-12-31,3.8,20950.0,x2,x2
1423,WSS,2020-09-30,1.6,20950.0,x2,x2
1424,XMC,2020-03-31,3.5,11400.0,x2,x2
1425,XMC,2020-09-30,3.0,11400.0,x2,x2
1426,YBM,2020-09-30,3.6,2186.5,x2,x2
